selected_chem	prestwick_ID	jaccard_distance	tanimoto_similarity	similarity_ranking	prestwick_chemname	target_species	measured_n_inhibited_strains	most_similar_category
Ebastine	Prestw-246	0.88	0.12	631	Pinacidil	human	0	NA
Ebastine	Prestw-31	0.88	0.12	631	Chloramphenicol	bacteria	40	NA
Ebastine	Prestw-813	0.88	0.12	631	Bucladesine sodium salt	human	0	NA
Ebastine	Prestw-979	0.88	0.12	631	Ozagrel hydrochloride	human	0	NA
Ebastine	Prestw-986	0.88	0.12	631	Proscillaridin A	human	0	NA
Ebastine	Prestw-157	0.8805970149253731	0.11940298507462688	638	Gallamine triethiodide	human	0	NA
Ebastine	Prestw-785	0.8805970149253731	0.11940298507462688	638	Dicumarol	human	18	NA
Ebastine	Prestw-355	0.8809523809523809	0.11904761904761907	640	Hycanthone	metazoan parasites	10	NA
Ebastine	Prestw-194	0.881578947368421	0.11842105263157898	641	Nimesulide	human	3	NA
Ebastine	Prestw-206	0.881578947368421	0.11842105263157898	641	Meclofenamic acid sodium salt monohydrate	human	10	NA
Ebastine	Prestw-838	0.881578947368421	0.11842105263157898	641	Iocetamic acid	human	2	NA
Ebastine	Prestw-92	0.881578947368421	0.11842105263157898	641	Zimelidine dihydrochloride monohydrate	human	0	NA
Ebastine	Prestw-307	0.8817204301075269	0.11827956989247312	645	Oxytetracycline dihydrate	bacteria	39	NA
Ebastine	Prestw-506	0.8817204301075269	0.11827956989247312	645	Sisomicin sulfate	bacteria	4	NA
Ebastine	Prestw-964	0.8817204301075269	0.11827956989247312	645	Methacycline hydrochloride	bacteria	40	NA
Ebastine	Prestw-139	0.8823529411764706	0.11764705882352944	648	Cefotaxime sodium salt	bacteria	35	NA
Ebastine	Prestw-339	0.8823529411764706	0.11764705882352944	648	Guanfacine hydrochloride	human	0	NA
Ebastine	Prestw-400	0.8823529411764706	0.11764705882352944	648	Hesperidin	not a drug	0	NA
Ebastine	Prestw-773	0.8823529411764706	0.11764705882352944	648	Norgestrel-(-)-D	human	0	NA
Ebastine	Prestw-980	0.8831168831168831	0.11688311688311692	652	Piribedil hydrochloride	human	0	NA
Ebastine	Prestw-868	0.8833333333333333	0.1166666666666667	653	Acetaminophen	human	0	NA
Ebastine	Prestw-913	0.8833333333333333	0.1166666666666667	653	2-Aminobenzenesulfonamide	bacteria	0	NA
Ebastine	Prestw-495	0.883495145631068	0.11650485436893199	655	Terconazole	fungi	0	NA
Ebastine	Prestw-743	0.8837209302325582	0.11627906976744184	656	Medrysone	human	1	NA
Ebastine	Prestw-1015	0.8840579710144928	0.1159420289855072	657	Ethamsylate	human	0	NA
Ebastine	Prestw-329	0.8840579710144928	0.1159420289855072	657	Tacrine hydrochloride	human	0	NA
Ebastine	Prestw-1263	0.8842105263157894	0.11578947368421055	659	Cefdinir	bacteria	34	NA
Ebastine	Prestw-1419	0.8842105263157894	0.11578947368421055	659	Fluocinolone acetonide	human	0	NA
Ebastine	Prestw-145	0.8842105263157894	0.11578947368421055	659	Chlortetracycline hydrochloride	bacteria	40	NA
Ebastine	Prestw-1059	0.8846153846153846	0.11538461538461542	662	Propoxycaine hydrochloride	human	0	NA
Ebastine	Prestw-1298	0.8846153846153846	0.11538461538461542	662	Lamivudine	viruses	0	NA
Ebastine	Prestw-224	0.8846153846153846	0.11538461538461542	662	Oxymetazoline hydrochloride	human	0	NA
Ebastine	Prestw-441	0.8846153846153846	0.11538461538461542	662	Estradiol-17 beta	human	0	NA
Ebastine	Prestw-555	0.8846153846153846	0.11538461538461542	662	Nifuroxazide	bacteria	37	NA
Ebastine	Prestw-1505	0.8850574712643678	0.11494252873563215	667	Valacyclovir hydrochloride	viruses	0	NA
Ebastine	Prestw-15	0.8852459016393442	0.11475409836065575	668	Heptaminol hydrochloride	human	0	NA
Ebastine	Prestw-51	0.8852459016393442	0.11475409836065575	668	Trichlorfon	metazoan parasites	2	NA
Ebastine	Prestw-676	0.8852459016393442	0.11475409836065575	668	Beta-Escin	not a drug	0	NA
Ebastine	Prestw-299	0.8854166666666666	0.11458333333333337	671	Mifepristone	human	8	NA
Ebastine	Prestw-655	0.8854166666666666	0.11458333333333337	671	Halcinonide	human	0	NA
Ebastine	Prestw-753	0.8854166666666666	0.11458333333333337	671	Demeclocycline hydrochloride	bacteria	40	NA
Ebastine	Prestw-172	0.8857142857142857	0.11428571428571432	674	Etofylline	human	0	NA
Ebastine	Prestw-535	0.8857142857142857	0.11428571428571432	674	Methoxamine hydrochloride	human	0	NA
Ebastine	Prestw-700	0.8857142857142857	0.11428571428571432	674	Cefmetazole sodium salt	bacteria	32	NA
Ebastine	Prestw-81	0.8857142857142857	0.11428571428571432	674	Metronidazole	bacteria	33	NA
Ebastine	Prestw-833	0.8857142857142857	0.11428571428571432	674	Ifosfamide	human	0	NA
Ebastine	Prestw-304	0.8863636363636364	0.11363636363636365	679	Econazole nitrate	fungi	27	NA
Ebastine	Prestw-810	0.8863636363636364	0.11363636363636365	679	Sulconazole nitrate	fungi	17	NA
Ebastine	Prestw-517	0.8869565217391304	0.11304347826086958	681	Nystatine	fungi	3	NA
Ebastine	Prestw-1206	0.8870967741935484	0.11290322580645162	682	Acetylcysteine	human	0	NA
Ebastine	Prestw-949	0.8870967741935484	0.11290322580645162	682	(+,-)-Octopamine hydrochloride	human	0	NA
Ebastine	Prestw-349	0.8873239436619719	0.11267605633802813	684	Ritodrine hydrochloride	human	0	NA
Ebastine	Prestw-39	0.8873239436619719	0.11267605633802813	684	Diflunisal	human	0	NA
Ebastine	Prestw-490	0.8873239436619719	0.11267605633802813	684	Iobenguane sulfate	human	0	NA
Ebastine	Prestw-530	0.8873239436619719	0.11267605633802813	684	Trolox	not a drug	0	NA
Ebastine	Prestw-820	0.8873239436619719	0.11267605633802813	684	Aminophylline	human	0	NA
Ebastine	Prestw-1056	0.8875	0.11250000000000004	689	Trifluridine	viruses	14	NA
Ebastine	Prestw-335	0.8875	0.11250000000000004	689	Zaprinast	not a drug	0	NA
Ebastine	Prestw-547	0.8875	0.11250000000000004	689	Molsidomine	human	0	NA
Ebastine	Prestw-1001	0.8876404494382022	0.1123595505617978	692	Alfadolone acetate	human	0	NA
Ebastine	Prestw-908	0.8876404494382022	0.1123595505617978	692	Ethynodiol diacetate	human	2	NA
Ebastine	Prestw-518	0.8877551020408163	0.11224489795918369	694	Budesonide	human	1	NA
Ebastine	Prestw-1199	0.8888888888888888	0.11111111111111116	695	Tripelennamine hydrochloride	human	0	NA
Ebastine	Prestw-1340	0.8888888888888888	0.11111111111111116	695	Secnidazole	protozoa	33	NA
Ebastine	Prestw-258	0.8888888888888888	0.11111111111111116	695	Antazoline hydrochloride	human	0	NA
Ebastine	Prestw-323	0.8888888888888888	0.11111111111111116	695	Chlorpropamide	human	1	NA
Ebastine	Prestw-546	0.8888888888888888	0.11111111111111116	695	Pregnenolone	not a drug	0	NA
Ebastine	Prestw-702	0.8888888888888888	0.11111111111111116	695	Succinylsulfathiazole	bacteria	0	NA
Ebastine	Prestw-741	0.8888888888888888	0.11111111111111116	695	Nadide	not a drug	0	NA
Ebastine	Prestw-759	0.8888888888888888	0.11111111111111116	695	Methacholine chloride	human	0	NA
Ebastine	Prestw-456	0.8899082568807339	0.11009174311926606	703	Meclocycline sulfosalicylate	bacteria	40	NA
Ebastine	Prestw-216	0.8902439024390244	0.1097560975609756	704	Tiapride hydrochloride	human	0	NA
Ebastine	Prestw-261	0.8902439024390244	0.1097560975609756	704	Ethisterone	human	0	NA
Ebastine	Prestw-641	0.8902439024390244	0.1097560975609756	704	Sulmazole	not a drug	0	NA
Ebastine	Prestw-845	0.8902439024390244	0.1097560975609756	704	Amiprilose hydrochloride	not a drug	3	NA
Ebastine	Prestw-189	0.8904109589041096	0.1095890410958904	708	Aminopurine, 6-benzyl	not a drug	0	NA
Ebastine	Prestw-938	0.8904109589041096	0.1095890410958904	708	Benserazide hydrochloride	not a drug	0	NA
Ebastine	Prestw-1073	0.890625	0.109375	710	Bethanechol chloride	human	0	NA
Ebastine	Prestw-736	0.8910891089108911	0.1089108910891089	711	Cefazolin sodium salt	bacteria	38	NA
Ebastine	Prestw-318	0.8913043478260869	0.10869565217391308	712	Quinacrine dihydrochloride dihydrate	protozoa	10	NA
Ebastine	Prestw-127	0.891566265060241	0.10843373493975905	713	Isoconazole	fungi	31	NA
Ebastine	Prestw-253	0.891566265060241	0.10843373493975905	713	Norethindrone	human	0	NA
Ebastine	Prestw-656	0.8916666666666667	0.10833333333333328	715	Lanatoside C	human	0	NA
Ebastine	Prestw-698	0.8918918918918919	0.10810810810810811	716	Tetrahydrozoline hydrochloride	human	0	NA
Ebastine	Prestw-437	0.8921568627450981	0.10784313725490191	717	Digoxin	human	1	NA
Ebastine	Prestw-333	0.8928571428571429	0.1071428571428571	718	Zidovudine, AZT	viruses	13	NA
Ebastine	Prestw-792	0.8928571428571429	0.1071428571428571	718	Propidium iodide	not a drug	10	NA
Ebastine	Prestw-164	0.8933333333333333	0.10666666666666669	720	Ornidazole	bacteria	33	NA
Ebastine	Prestw-263	0.8933333333333333	0.10666666666666669	720	Doxepin hydrochloride	human	1	NA
Ebastine	Prestw-993	0.8933333333333333	0.10666666666666669	720	Ribavirin	viruses	4	NA
Ebastine	Prestw-643	0.8936170212765957	0.1063829787234043	723	Flunisolide	human	0	NA
Ebastine	Prestw-83	0.8939393939393939	0.10606060606060608	724	Edrophonium chloride	human	0	NA
Ebastine	Prestw-782	0.8941176470588236	0.10588235294117643	725	Podophyllotoxin	viruses	0	NA
Ebastine	Prestw-522	0.8944444444444445	0.10555555555555551	726	Thiostrepton	veterinary: infections	35	NA
Ebastine	Prestw-21	0.8947368421052632	0.10526315789473684	727	Sulfaphenazole	bacteria	1	NA
Ebastine	Prestw-70	0.8947368421052632	0.10526315789473684	727	Tolnaftate	fungi	10	NA
Ebastine	Prestw-846	0.8953488372093024	0.10465116279069764	729	Ethynylestradiol 3-methyl ether	human	0	NA
Ebastine	Prestw-872	0.8953488372093024	0.10465116279069764	729	Iopromide	human	0	NA
Ebastine	Prestw-1474	0.8955223880597015	0.10447761194029848	731	Chloroxine	bacteria	33	NA
Ebastine	Prestw-645	0.8958333333333334	0.10416666666666663	732	Flurandrenolide	human	0	NA
Ebastine	Prestw-411	0.8961038961038961	0.10389610389610393	733	Androsterone	human	0	NA
Ebastine	Prestw-440	0.8961038961038961	0.10389610389610393	733	Epiandrosterone	human	0	NA
Ebastine	Prestw-488	0.8961038961038961	0.10389610389610393	733	Dosulepin hydrochloride	human	0	NA
Ebastine	Prestw-697	0.8961038961038961	0.10389610389610393	733	3-alpha-Hydroxy-5-beta-androstan-17-one	human	1	NA
Ebastine	Prestw-942	0.8961038961038961	0.10389610389610393	733	Bretylium tosylate	human	0	NA
Ebastine	Prestw-493	0.896551724137931	0.10344827586206895	738	Omeprazole	human	8	NA
Ebastine	Prestw-824	0.896551724137931	0.10344827586206895	738	Benzthiazide	human	0	NA
Ebastine	Prestw-14	0.8970588235294118	0.1029411764705882	740	Sulfacetamide sodic hydrate	bacteria	0	NA
Ebastine	Prestw-526	0.8970588235294118	0.1029411764705882	740	Ethionamide	bacteria	0	NA
Ebastine	Prestw-873	0.8970588235294118	0.1029411764705882	740	Theophylline monohydrate	human	0	NA
Ebastine	Prestw-1415	0.8974358974358975	0.10256410256410253	743	Floxuridine	human	22	NA
Ebastine	Prestw-1488	0.8974358974358975	0.10256410256410253	743	Penciclovir	viruses	0	NA
Ebastine	Prestw-18	0.8974358974358975	0.10256410256410253	743	Idoxuridine	viruses	5	NA
Ebastine	Prestw-497	0.8974358974358975	0.10256410256410253	743	Vancomycin hydrochloride	bacteria	31	NA
Ebastine	Prestw-512	0.8974358974358975	0.10256410256410253	743	Iohexol	human	4	NA
Ebastine	Prestw-725	0.8974358974358975	0.10256410256410253	743	Deferoxamine mesylate	human	0	NA
Ebastine	Prestw-848	0.8974358974358975	0.10256410256410253	743	Iodixanol	human	0	NA
Ebastine	Prestw-436	0.8977272727272727	0.10227272727272729	750	Digitoxigenin	human	0	NA
Ebastine	Prestw-1321	0.8985507246376812	0.10144927536231885	751	Prothionamide	bacteria	0	NA
Ebastine	Prestw-513	0.8985507246376812	0.10144927536231885	751	Norcyclobenzaprine	human	3	NA
Ebastine	Prestw-1096	0.8987341772151899	0.10126582278481011	753	Estriol	human	0	NA
Ebastine	Prestw-899	0.8987341772151899	0.10126582278481011	753	Adrenosterone	human	0	NA
Ebastine	Prestw-376	0.898876404494382	0.101123595505618	755	Clofazimine	bacteria	29	NA
Ebastine	Prestw-408	0.898876404494382	0.101123595505618	755	Butoconazole nitrate	fungi	23	NA
Ebastine	Prestw-463	0.898876404494382	0.101123595505618	755	Metrizamide	human	0	NA
Ebastine	Prestw-883	0.898876404494382	0.101123595505618	755	Digoxigenin	not a drug	0	NA
Ebastine	Prestw-102	0.9	0.09999999999999998	759	Amoxapine	human	4	NA
Ebastine	Prestw-1266	0.9	0.09999999999999998	759	Gemcitabine	human	3	NA
Ebastine	Prestw-445	0.9	0.09999999999999998	759	Cyclobenzaprine hydrochloride	human	8	NA
Ebastine	Prestw-839	0.9	0.09999999999999998	759	Ganciclovir	viruses	0	NA
Ebastine	Prestw-104	0.9012345679012346	0.09876543209876543	763	Famotidine	human	1	NA
Ebastine	Prestw-1165	0.9012345679012346	0.09876543209876543	763	Acitretin	human	0	NA
Ebastine	Prestw-1604	0.9012345679012346	0.09876543209876543	763	(-)-Emtricitabine	viruses	1	NA
Ebastine	Prestw-230	0.9012345679012346	0.09876543209876543	763	Phentolamine hydrochloride	human	0	NA
Ebastine	Prestw-351	0.9012345679012346	0.09876543209876543	763	Chlorthalidone	human	0	NA
Ebastine	Prestw-550	0.9012345679012346	0.09876543209876543	763	Parthenolide	not a drug	0	NA
Ebastine	Prestw-704	0.9012345679012346	0.09876543209876543	763	Bromopride	human	0	NA
Ebastine	Prestw-963	0.9012345679012346	0.09876543209876543	763	Enilconazole	veterinary: host animal	15	NA
Ebastine	Prestw-551	0.9014084507042254	0.09859154929577463	771	Hexetidine	antiseptic	8	NA
Ebastine	Prestw-762	0.9014084507042254	0.09859154929577463	771	Sulfapyridine	bacteria	1	NA
Ebastine	Prestw-882	0.9016393442622952	0.0983606557377048	773	Bemegride	human	0	NA
Ebastine	Prestw-1002	0.902439024390244	0.09756097560975596	774	Alfaxalone	human	0	NA
Ebastine	Prestw-209	0.902439024390244	0.09756097560975596	774	Metoclopramide monohydrochloride	human	0	NA
Ebastine	Prestw-67	0.902439024390244	0.09756097560975596	774	Miconazole	fungi	28	NA
Ebastine	Prestw-46	0.9027777777777778	0.09722222222222221	777	Naphazoline hydrochloride	human	0	NA
Ebastine	Prestw-802	0.9027777777777778	0.09722222222222221	777	Methazolamide	human	0	NA
Ebastine	Prestw-433	0.9032258064516128	0.09677419354838723	779	Cyanocobalamin	human	0	NA
Ebastine	Prestw-880	0.9032258064516128	0.09677419354838723	779	Carbachol	human	1	NA
Ebastine	Prestw-1405	0.9036144578313252	0.09638554216867479	781	Ethinylestradiol	human	0	NA
Ebastine	Prestw-24	0.9036144578313252	0.09638554216867479	781	Norethynodrel	human	0	NA
Ebastine	Prestw-319	0.9036144578313252	0.09638554216867479	781	Clofilium tosylate	human	8	NA
Ebastine	Prestw-994	0.9036144578313252	0.09638554216867479	781	Cyclopenthiazide	human	3	NA
Ebastine	Prestw-396	0.903846153846154	0.09615384615384603	785	Etoposide	human	17	NA
Ebastine	Prestw-244	0.9041095890410958	0.09589041095890416	786	Glutethimide, para-amino	human	0	NA
Ebastine	Prestw-926	0.9041095890410958	0.09589041095890416	786	Idazoxan hydrochloride	not a drug	0	NA
Ebastine	Prestw-999	0.9041095890410958	0.09589041095890416	786	Proguanil hydrochloride	protozoa	0	NA
Ebastine	Prestw-226	0.9047619047619048	0.09523809523809523	789	Griseofulvin	fungi	0	NA
Ebastine	Prestw-36	0.9047619047619048	0.09523809523809523	789	Troleandomycin	bacteria	33	NA
Ebastine	Prestw-514	0.9047619047619048	0.09523809523809523	789	Pyrazinamide	bacteria	0	NA
Ebastine	Prestw-1065	0.9054054054054054	0.09459459459459463	792	Milrinone	human	0	NA
Ebastine	Prestw-694	0.9054054054054054	0.09459459459459463	792	Sulfamerazine	bacteria	0	NA
Ebastine	Prestw-765	0.9054054054054054	0.09459459459459463	792	Ethoxyquin	not a drug	3	NA
Ebastine	Prestw-769	0.9054054054054054	0.09459459459459463	792	Sulfameter	bacteria	0	NA
Ebastine	Prestw-870	0.9054054054054054	0.09459459459459463	792	Luteolin	not a drug	5	NA
Ebastine	Prestw-871	0.9054054054054054	0.09459459459459463	792	Iopamidol	human	0	NA
Ebastine	Prestw-1409	0.9058823529411764	0.09411764705882364	798	Etretinate	human	1	NA
Ebastine	Prestw-851	0.9058823529411764	0.09411764705882364	798	Paroxetine Hydrochloride	human	1	NA
Ebastine	Prestw-1398	0.90625	0.09375	800	Dopamine hydrochloride	human	0	NA
Ebastine	Prestw-395	0.90625	0.09375	800	Amikacin hydrate	bacteria	13	NA
Ebastine	Prestw-407	0.90625	0.09375	800	Adamantamine fumarate	human	0	NA
Ebastine	Prestw-861	0.90625	0.09375	800	Gabapentin	human	0	NA
Ebastine	Prestw-91	0.9066666666666666	0.09333333333333338	804	Khellin	not a drug	0	NA
Ebastine	Prestw-1181	0.9069767441860463	0.09302325581395365	805	Tibolone	human	1	NA
Ebastine	Prestw-201	0.9069767441860463	0.09302325581395365	805	Ranitidine hydrochloride	human	0	NA
Ebastine	Prestw-731	0.9078947368421052	0.0921052631578948	807	Sulfaquinoxaline sodium salt	veterinary: metazoan parasites	0	NA
Ebastine	Prestw-1271	0.9080459770114944	0.09195402298850563	808	Escitalopram	human	0	NA
Ebastine	Prestw-356	0.9080459770114944	0.09195402298850563	808	Adenosine 5'-monophosphate monohydrate	not a drug	1	NA
Ebastine	Prestw-1256	0.9090909090909092	0.09090909090909083	810	Caffeine	human	0	NA
Ebastine	Prestw-2	0.9090909090909092	0.09090909090909083	810	Allantoin	not a drug	0	NA
Ebastine	Prestw-309	0.9090909090909092	0.09090909090909083	810	Amodiaquin dihydrochloride dihydrate	protozoa	5	NA
Ebastine	Prestw-649	0.9090909090909092	0.09090909090909083	810	Etanidazole	protozoa	0	NA
Ebastine	Prestw-692	0.9090909090909092	0.09090909090909083	810	Citalopram Hydrobromide	human	0	NA
Ebastine	Prestw-807	0.9090909090909092	0.09090909090909083	810	Chloropyramine hydrochloride	human	0	NA
Ebastine	Prestw-830	0.9090909090909092	0.09090909090909083	810	Ethaverine hydrochloride	human	10	NA
Ebastine	Prestw-866	0.9090909090909092	0.09090909090909083	810	Azacytidine-5	human	2	NA
Ebastine	Prestw-977	0.9090909090909092	0.09090909090909083	810	Zardaverine	not a drug	0	NA
Ebastine	Prestw-1094	0.9102564102564102	0.08974358974358976	819	Sulfadoxine	veterinary: infections	0	NA
Ebastine	Prestw-13	0.9102564102564102	0.08974358974358976	819	Hydroflumethiazide	human	0	NA
Ebastine	Prestw-342	0.9102564102564102	0.08974358974358976	819	Methapyrilene hydrochloride	human	0	NA
Ebastine	Prestw-344	0.9102564102564102	0.08974358974358976	819	Clorgyline hydrochloride	human	0	NA
Ebastine	Prestw-348	0.9102564102564102	0.08974358974358976	819	Chlorprothixene hydrochloride	human	18	NA
Ebastine	Prestw-659	0.9102564102564102	0.08974358974358976	819	6-Furfurylaminopurine	not a drug	0	NA
Ebastine	Prestw-745	0.9105691056910568	0.08943089430894324	825	Spiramycin	bacteria	36	NA
Ebastine	Prestw-1390	0.9113924050632912	0.08860759493670878	826	Desloratadine	human	0	NA
Ebastine	Prestw-405	0.9113924050632912	0.08860759493670878	826	Pepstatin A	not a drug	0	NA
Ebastine	Prestw-808	0.9113924050632912	0.08860759493670878	826	Furazolidone	bacteria	40	NA
Ebastine	Prestw-825	0.9113924050632912	0.08860759493670878	826	Trichlormethiazide	human	1	NA
Ebastine	Prestw-86	0.9113924050632912	0.08860759493670878	826	Acyclovir	viruses	0	NA
Ebastine	Prestw-878	0.9113924050632912	0.08860759493670878	826	Ioversol	human	0	NA
Ebastine	Prestw-1294	0.9117647058823528	0.08823529411764719	832	Isosorbide mononitrate	human	1	NA
Ebastine	Prestw-169	0.9117647058823528	0.08823529411764719	832	Hydralazine hydrochloride	human	0	NA
Ebastine	Prestw-752	0.9117647058823528	0.08823529411764719	832	Phenazopyridine hydrochloride	human	1	NA
Ebastine	Prestw-874	0.9117647058823528	0.08823529411764719	832	Theobromine	human	0	NA
Ebastine	Prestw-256	0.9125	0.08750000000000002	836	Isotretinoin	human	0	NA
Ebastine	Prestw-257	0.9125	0.08750000000000002	836	Retinoic acid	human	1	NA
Ebastine	Prestw-23	0.9130434782608696	0.08695652173913038	838	Sulfadiazine	bacteria	0	NA
Ebastine	Prestw-34	0.9130434782608696	0.08695652173913038	838	Triamterene	human	0	NA
Ebastine	Prestw-901	0.9130434782608696	0.08695652173913038	838	Hymecromone	human	0	NA
Ebastine	Prestw-544	0.9135802469135802	0.0864197530864198	841	Tobramycin	bacteria	12	NA
Ebastine	Prestw-928	0.9135802469135802	0.0864197530864198	841	Nilutamide	human	2	NA
Ebastine	Prestw-1179	0.913793103448276	0.08620689655172398	843	Busulfan	human	0	NA
Ebastine	Prestw-331	0.913793103448276	0.08620689655172398	843	Tremorine dihydrochloride	not a drug	0	NA
Ebastine	Prestw-941	0.913793103448276	0.08620689655172398	843	Pentetic acid	not a drug	0	NA
Ebastine	Prestw-3	0.9142857142857144	0.08571428571428563	846	Acetazolamide	human	0	NA
Ebastine	Prestw-338	0.9146341463414634	0.08536585365853655	847	N6-methyladenosine	not a drug	2	NA
Ebastine	Prestw-8	0.9146341463414634	0.08536585365853655	847	Amprolium hydrochloride	veterinary: metazoan parasites	1	NA
Ebastine	Prestw-863	0.9152542372881356	0.0847457627118644	849	Etidronic acid, disodium salt	human	0	NA
Ebastine	Prestw-532	0.9154929577464788	0.08450704225352124	850	Isoquinoline, 6,7-dimethoxy-1-methyl-1,2,3,4-tetrahydro, hydrochloride	not a drug	0	NA
Ebastine	Prestw-886	0.9154929577464788	0.08450704225352124	850	Clioquinol	protozoa	33	NA
Ebastine	Prestw-652	0.9156626506024096	0.08433734939759041	852	Picrotoxinin	not a drug	0	NA
Ebastine	Prestw-660	0.916030534351145	0.08396946564885499	853	Avermectin B1a	metazoan parasites	13	NA
Ebastine	Prestw-1403	0.9166666666666666	0.08333333333333337	854	Entacapone	human	14	NA
Ebastine	Prestw-1484	0.9166666666666666	0.08333333333333337	854	Cladribine	human	4	NA
Ebastine	Prestw-20	0.9166666666666666	0.08333333333333337	854	Minoxidil	human	0	NA
Ebastine	Prestw-32	0.9166666666666666	0.08333333333333337	854	Epirizole	human	5	NA
Ebastine	Prestw-393	0.9166666666666666	0.08333333333333337	854	Hemicholinium bromide	not a drug	0	NA
Ebastine	Prestw-394	0.9166666666666666	0.08333333333333337	854	Kanamycin A sulfate	bacteria	0	NA
Ebastine	Prestw-481	0.9166666666666666	0.08333333333333337	854	Serotonin hydrochloride	not a drug	0	NA
Ebastine	Prestw-524	0.9166666666666666	0.08333333333333337	854	Tiabendazole	fungi	2	NA
Ebastine	Prestw-598	0.9166666666666666	0.08333333333333337	854	Xylazine	veterinary: host animal	2	NA
Ebastine	Prestw-860	0.9166666666666666	0.08333333333333337	854	Methylhydantoin-5-(L)	not a drug	0	NA
Ebastine	Prestw-864	0.9166666666666666	0.08333333333333337	854	Methylhydantoin-5-(D)	not a drug	0	NA
Ebastine	Prestw-95	0.9166666666666666	0.08333333333333337	854	Lynestrenol	human	10	NA
Ebastine	Prestw-574	0.9178082191780822	0.0821917808219178	866	Dacarbazine	human	1	NA
Ebastine	Prestw-786	0.918032786885246	0.08196721311475397	867	Methimazole	human	1	NA
Ebastine	Prestw-159	0.9183673469387756	0.08163265306122436	868	Dihydrostreptomycin sulfate	bacteria	5	NA
Ebastine	Prestw-158	0.9186046511627908	0.08139534883720922	869	Neomycin sulfate	bacteria	1	NA
Ebastine	Prestw-469	0.918918918918919	0.08108108108108103	870	Niridazole	metazoan parasites	39	NA
Ebastine	Prestw-515	0.9193548387096774	0.08064516129032262	871	Trimethadione	human	1	NA
Ebastine	Prestw-867	0.9195402298850576	0.08045977011494243	872	Paromomycin sulfate	bacteria	1	NA
Ebastine	Prestw-1285	0.92	0.07999999999999996	873	Ibandronate sodium	human	0	NA
Ebastine	Prestw-724	0.92	0.07999999999999996	873	Sulfamethoxypyridazine	bacteria	0	NA
Ebastine	Prestw-777	0.92	0.07999999999999996	873	Alexidine dihydrochloride	antiseptic	39	NA
Ebastine	Prestw-291	0.9204545454545454	0.07954545454545459	876	Dantrolene sodium salt	human	2	NA
Ebastine	Prestw-721	0.9204545454545454	0.07954545454545459	876	Althiazide	human	1	NA
Ebastine	Prestw-854	0.9206349206349206	0.07936507936507942	878	Roxithromycin	bacteria	37	NA
Ebastine	Prestw-208	0.9210526315789472	0.07894736842105277	879	Trimethoprim	bacteria	24	NA
Ebastine	Prestw-492	0.9210526315789472	0.07894736842105277	879	Nitrofural	protozoa	36	NA
Ebastine	Prestw-732	0.9210526315789472	0.07894736842105277	879	Streptozotocin	human	25	NA
Ebastine	Prestw-9	0.9210526315789472	0.07894736842105277	879	Hydrochlorothiazide	human	0	NA
Ebastine	Prestw-921	0.9213483146067416	0.0786516853932584	883	Nizatidine	human	0	NA
Ebastine	Prestw-166	0.921875	0.078125	884	Mafenide hydrochloride	bacteria	20	NA
Ebastine	Prestw-714	0.921875	0.078125	884	Isosorbide dinitrate	human	4	NA
Ebastine	Prestw-583	0.922077922077922	0.07792207792207795	886	Papaverine hydrochloride	human	0	NA
Ebastine	Prestw-767	0.922077922077922	0.07792207792207795	886	Guanadrel sulfate	human	1	NA
Ebastine	Prestw-750	0.9230769230769232	0.07692307692307676	888	Mevalonic-D, L acid lactone	not a drug	0	NA
Ebastine	Prestw-803	0.9230769230769232	0.07692307692307676	888	Pyrithyldione	human	0	NA
Ebastine	Prestw-809	0.9230769230769232	0.07692307692307676	888	Dichlorphenamide	human	0	NA
Ebastine	Prestw-823	0.9230769230769232	0.07692307692307676	888	Sulfamonomethoxine	veterinary: infections	3	NA
Ebastine	Prestw-983	0.9230769230769232	0.07692307692307676	888	Dimaprit dihydrochloride	not a drug	0	NA
Ebastine	Prestw-728	0.9240506329113924	0.07594936708860756	893	Sulfadimethoxine	bacteria	0	NA
Ebastine	Prestw-10	0.9242424242424242	0.0757575757575758	894	Sulfaguanidine	bacteria	1	NA
Ebastine	Prestw-498	0.925	0.07499999999999996	895	Artemisinin	protozoa	2	NA
Ebastine	Prestw-768	0.925	0.07499999999999996	895	Vidarabine	viruses	3	NA
Ebastine	Prestw-1210	0.9253731343283582	0.07462686567164178	897	Alendronate sodium	human	0	NA
Ebastine	Prestw-1479	0.9253731343283582	0.07462686567164178	897	Triclosan	antiseptic	31	NA
Ebastine	Prestw-84	0.9253731343283582	0.07462686567164178	897	Moroxidine hydrochloride	viruses	0	NA
Ebastine	Prestw-40	0.925925925925926	0.07407407407407396	900	Niclosamide	metazoan parasites	37	NA
Ebastine	Prestw-758	0.925925925925926	0.07407407407407396	900	Ribostamycin sulfate salt	bacteria	2	NA
Ebastine	Prestw-1491	0.9264705882352942	0.07352941176470584	902	Pentobarbital	human	0	NA
Ebastine	Prestw-494	0.9264705882352942	0.07352941176470584	902	Propylthiouracil	human	1	NA
Ebastine	Prestw-623	0.9264705882352942	0.07352941176470584	902	Pyridoxine hydrochloride	human	1	NA
Ebastine	Prestw-804	0.926829268292683	0.07317073170731703	905	Spectinomycin dihydrochloride	bacteria	9	NA
Ebastine	Prestw-1483	0.927710843373494	0.07228915662650603	906	Fludarabine	human	2	NA
